지역명,연도,월,평당분양가격
부산,2024,5,20859.3
대구,2024,5,23964.6
광주,2024,5,18054.3
대전,2024,5,18767.1
울산,2024,5,18222.6
세종,2024,5,18126.9
강원,2024,5,14774.1
충북,2024,5,12962.4
충남,2024,5,11893.2
전북,2024,5,12134.1
전남,2024,5,12147.3
경북,2024,5,13784.1
경남,2024,5,14176.8
제주,2024,5,24773.1
서울,2024,6,18625.2
인천,2024,6,41830.8
경기,2024,6,17744.1
부산,2024,6,27017.1
대구,2024,6,21331.2
광주,2024,6,23964.6
대전,2024,6,18054.3
울산,2024,6,17899.2
세종,2024,6,18126.9
강원,2024,6,15077.7
충북,2024,6,13011.9
충남,2024,6,11893.2
전북,2024,6,12028.5
전남,2024,6,13101.0
경북,2024,6,13784.1
경남,2024,6,14543.1
제주,2024,6,24142.8
서울,2024,7,43939.5
인천,2024,7,17754.0
경기,2024,7,21377.4
부산,2024,7,22555.5
대구,2024,7,23964.6
광주,2024,7,18222.6
대전,2024,7,17592.3
울산,2024,7,18136.8
세종,2024,7,18126.9
강원,2024,7,15120.6
충북,2024,7,13011.9
충남,2024,7,11893.2
전북,2024,7,12028.5
전남,2024,7,13101.0
경북,2024,7,13827.0
경남,2024,7,13308.9
제주,2024,7,24142.8
서울,2024,8,43041.9
인천,2024,8,17948.7
경기,2024,8,21248.7
부산,2024,8,22304.7
대구,2024,8,23964.6
광주,2024,8,18328.2
대전,2024,8,17592.3
울산,2024,8,17889.3
세종,2024,8,18126.9
강원,2024,8,15120.6
충북,2024,8,13011.9
충남,2024,8,11899.8
전북,2024,8,12058.2
전남,2024,8,13120.8
경북,2024,8,13827.0
경남,2024,8,13252.8
제주,2024,8,25419.9
